Index,Encoder FunctionIndex,CommandBuffer Label,Encoder Label,,"1D Texture Array Sampler Calls","1D Texture Sampler Calls","2D MSAA Texture Sampler Calls","2D Texture Array Sampler Calls","2D Texture Sampler Calls","2X MSAA Resolved Pixels Stored","3D Texture Sampler Calls","4X MSAA Resolved Pixels Stored","ALU Utilization","Anisotropic Sampler Calls","Attachment Pixels Stored","Average Anisotropic Level","Average Pixel Overdraw","Average Samples Per Pixel","Average Sparse Texture Tile Size","Back Face Clipped Primitives","Block Compressed Texture Samples","Buffer Device Memory Bytes Read","Buffer Device Memory Bytes Written","Buffer L1 Miss Rate","Buffer L1 Read Accesses","Buffer L1 Read Bandwidth","Buffer L1 Write Accesses","Buffer L1 Write Bandwidth","Bytes Read From Device Memory","Bytes Written To Device Memory","Clip Unit Limiter","Compression Ratio of Texture Memory Read","Compression Ratio of Texture Memory Written","Compute Shader Launch Limiter","Compute Shader Launch Utilization","Control Flow Limiter","Control Flow Utilization","Cube Array Texture Sampler Calls","Cube Texture Sampler Calls","Cull Unit Limiter","Depth Load Utilization","Depth Load Utilization","Depth Store Utilization","Depth Test Utilization","Depth Test Utilization","Depth Texture Bytes Loaded","Depth Texture Bytes Stored","Depth Texture Device Memory Bytes Read","Depth Texture Device Memory Bytes Read","Depth Texture Device Memory Bytes Written","Depth Texture Device Memory Bytes Written","Device Atomic Bytes Read","Device Atomic Bytes Written","Device Memory Bandwidth","Explicit Gradient Texture Samples","F16 Limiter","F16 Utilization","F32 Limiter","F32 Utilization","FS ALU Float Instructions","FS ALU Half Instructions","FS ALU Instructions","FS ALU Integer and Complex Instructions","FS ALU Integer and Conditional Instructions","FS ALU Performance","FS Buffer Device Memory Bytes Read","FS Buffer Device Memory Bytes Written","FS Bytes Read From Device Memory","FS Bytes Written To Device Memory","FS Device Atomic Bytes Read","FS Device Atomic Bytes Written","FS Device Memory Bandwidth","FS Helper Invocations","FS Helper Invocations Inefficiency","FS Invocation Utilization","FS Invocations","FS Invocations per Primitive","FS Last Level Cache Bytes Read","FS Last Level Cache Bytes Written","FS Occupancy","FS Texture Cache Miss Rate","FS Texture L1 Bytes Read","FS Tiles Processed","Fast Point Sampling Speedup","Fragment Generator Pixel Processing","Fragment Generator Primitive Processing","Fragment Shader Launch Limiter","Fragment Shader Launch Utilization","Fragments Rasterized per Primitive","GPU Read Bandwidth","GPU Write Bandwidth","ImageBlock L1 Read Accesses","ImageBlock L1 Write Accesses","Imageblock L1 Read Bandwidth","Imageblock L1 Write Bandwidth","Instruction Throughput Limiter","Instruction Throughput Utilization","Integer and Complex Limiter","Integer and Complex Utilization","Integer and Conditional Limiter","Integer and Conditional Utilization","Kernel ALU Float Instructions","Kernel ALU Half Instructions","Kernel ALU Instructions","Kernel ALU Integer and Complex Instructions","Kernel ALU Integer and Conditional Instructions","Kernel ALU Performance","Kernel Invocations","Kernel Occupancy","Kernel Texture Cache Miss Rate","L1 Buffer Residency","L1 Cache Limiter","L1 Cache Utilization","L1 Eviction Rate","L1 Imageblock Residency","L1 Other Residency","L1 RT Scratch Residency","L1 RT Scratch Residency","L1 Read Bandwidth","L1 Register Residency","L1 Stack Residency","L1 Threadgroup Residency","L1 Total Residency","L1 Write Bandwidth","Last Level Cache Bandwidth","Last Level Cache Bytes Read","Last Level Cache Bytes Written","Last Level Cache Limiter","Last Level Cache Miss Rate","Last Level Cache Utilization","Lossless Compressed Pixels Stored","Lossless Compressed Texture Bytes From Cache","Lossless Compressed Texture Samples","Lossy Compressed Pixels Stored","Lossy Compressed Texture Bytes From Cache","Lossy Compressed Texture Samples","MMU Limiter","MMU TLB Miss Rate","MMU Utilization","Mipmap Linear Sampler Calls","Mipmap Nearest Sampler Calls","New Triangles Generated","New Vertices Generated","Occupancy Manager Target","Occupancy Manager Target","Other L1 Read Accesses","Other L1 Read Accesses","Other L1 Write Accesses","Other L1 Write Accesses","Partial Render Count","Pixels Rasterized","Pixels Stored","Pixels per Vertex","Post Clip Cull Primitive Processing","Post Clipped Primitives","Pre Cull Primitive Processing","PreZ Test Fails","Predicated Texture Thread Reads","Predicated Texture Thread Writes","Primitive Block Tile Intersections","Primitives","Primitives Clipped","Primitives Culled (Back-Face)","Primitives Culled (Guard-Band)","Primitives Culled (Off-Screen)","Primitives Culled (Zero-Area)","Primitives Per Tile","Primitives Rendered","RT Intersect Ray Threads","RT Scratch L1 Read Accesses","RT Scratch L1 Write Accesses","RT Unit Active","Rasterizer Sample Processing","Ray Occupancy","Register L1 Read Accesses","Register L1 Read Accesses","Register L1 Write Accesses","Register L1 Write Accesses","Sampler Calls/FS Invocation","Sampler Calls/VS Invocation","Samples Shaded Per Tile","Shaded Vertex Read Limiter","Small Triangles Clipped Pimitives","Sparse Texture Translation Limiter","Sparse Texture Translation Requests","Stack L1 Read Accesses","Stack L1 Read Bandwidth","Stack L1 Write Accesses","Stack L1 Write Bandwidth","Texture Accesses","Texture Cache Miss Rate","Texture Cache Miss Rate","Texture Device Memory Bytes Read","Texture Device Memory Bytes Read","Texture Device Memory Bytes Written","Texture Device Memory Bytes Written","Texture Filtering Limiter","Texture Filtering Utilization","Texture Gather Calls","Texture L1 Bytes Read","Texture L1 Bytes Read","Texture Pixels Stored","Texture Quads","Texture Read Cache Limiter","Texture Read Cache Miss Limiter","Texture Read Cache Utilization","Texture Read Limiter","Texture Read Utilization","Texture Sample Calls","Texture Write Limiter","Texture Write Utilization","ThreadGroup L1 Read Accesses","ThreadGroup L1 Write Accesses","ThreadGroup L1 Write Accesses","Threadgroup Memory L1 Read Bandwidth","Threadgroup Memory L1 Write Bandwidth","Threadgroup Memory L1 Write Bandwidth","Tiled Vertex Buffer Bytes","Tiled Vertex Buffer Primitive Blocks Bytes","Tiling Block Utilization","Total Resolved Pixels","Uncompressed Texture Samples","VS ALU Float Instructions","VS ALU Half Instructions","VS ALU Instructions","VS ALU Integer and Complex Instructions","VS ALU Integer and Conditional Instructions","VS ALU Performance","VS Buffer Device Memory Bytes Read","VS Buffer Device Memory Bytes Written","VS Bytes Read From Device Memory","VS Bytes Written To Device Memory","VS Device Atomic Bytes Read","VS Device Atomic Bytes Written","VS Device Memory Bandwidth","VS Invocation Utilization","VS Invocations","VS Last Level Cache Bytes Read","VS Last Level Cache Bytes Written","VS Occupancy","VS Texture Cache Miss Rate","VS Texture L1 Bytes Read","Vertex Shader Launch Limiter","Vertex Shader Launch Utilization","Vertices","Vertices Reused"
11,11333,Command Buffer 10 0x79ea5d180,Compute Encoder 0 0x79f00fe80,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.58,26.12,2.60,0.00,0.00,128.00,117632.00,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8192.00,8192.00,2.58,0.00,0.00,0.00,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.04,0.00,0.00,2.58,17.63,17.94,1.75,1.79,0.18,0.05,0.14,0.11,0.10,0.08,13.50,0.69,1869712.00,35.05,50.76,1869712.00,32.00,0.07,0.00,0.16,0.03,0.03,0.00,0.02,0.00,0.00,0.00,6.27,0.00,0.00,0.00,0.18,3.69,0.03,8320.00,251776.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.92,33.33,1.92,0.00,0.00,0.00,0.00,100.00,100.00,19.18,19.18,19.10,19.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12,11823,Command Buffer 11 0x79ea5d880,Compute Encoder 0 0x7a0834280,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.49,51.42,36.34,48.55,34.31,128.00,960.00,0.00,0.00,0.00,13.34,0.74,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.22,0.00,0.00,0.00,0.00,3.43,0.03,0.00,0.00,0.05,0.05,0.00,0.00,566272.00,0.18,99.82,566272.00,14.00,12.19,0.00,10.96,0.35,0.35,0.00,0.00,0.01,0.00,0.00,36.35,0.00,0.00,0.00,10.97,34.32,0.26,128.00,1024.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.75,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,12189,Command Buffer 12 0x79ea5c380,Compute Encoder 0 0x7a0834320,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.11,80.58,152.06,0.11,0.20,1280.00,2029440.00,0.00,0.00,0.00,0.27,0.16,0.65,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.57,0.00,0.41,0.34,1.96,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.62,0.09,0.00,0.00,6.57,2.08,2.00,3.92,3.78,12.86,1.19,1.01,0.72,1.57,1.41,44.83,8.91,89553408.00,9.38,36.88,89553408.00,7830.00,12.12,0.00,20.92,0.90,0.90,0.00,0.12,0.08,0.00,0.00,169.68,0.39,0.00,0.01,21.52,19.02,0.01,1280.00,33024.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.00,1.71,0.00,0.00,0.00,0.00,100.00,100.00,4.62,4.62,4.56,4.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.11,2.11,2.39,2.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.51,0.96,0.00,0.00,0.00,0.00,0.00,2368.00,2368.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.50,0.51,0.51,0.94,0.97,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14,13138,Command Buffer 13 0x79ea5ce00,Compute Encoder 0 0x7a08343c0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.97,79.59,158.54,0.11,0.21,35328.00,325440.00,0.00,0.00,0.00,0.29,0.17,1.22,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4096.00,4096.00,1.10,0.00,0.00,0.00,3.04,2.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.12,0.00,0.00,0.00,0.00,0.00,0.00,2.38,0.16,0.00,0.11,0.99,2.04,2.09,4.07,4.17,14.17,1.63,1.52,1.12,2.35,1.95,49.22,0.00,116285568.00,11.35,39.43,116285568.00,8681.00,12.44,0.00,20.95,1.02,1.02,0.00,0.25,0.09,0.00,0.00,178.54,0.38,0.00,0.01,21.69,20.67,0.01,778304.00,374464.00,0.05,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,1.40,0.00,0.00,0.00,0.00,100.00,100.00,4.41,4.41,4.25,4.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.90,2.90,3.22,3.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.03,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.65,0.67,0.67,1.30,1.34,1.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15,14105,Command Buffer 14 0x79ea5c000,Compute Encoder 0 0x7a0834460,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6080.00,0.00,80.36,93.65,209.18,0.12,0.26,55616.00,586048.00,0.00,0.00,0.00,0.27,0.21,0.69,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,2.21,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,1.51,0.00,0.00,0.00,0.00,15.74,1.23,1.03,0.71,1.64,1.49,51.61,0.00,89805808.00,9.34,39.05,89805808.00,10869.00,16.18,0.00,29.44,1.12,1.12,0.00,0.00,0.08,0.00,0.00,215.78,0.45,0.00,0.01,29.98,7.59,0.01,19264.00,31552.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,1.40,0.00,0.00,0.00,0.00,96.34,96.34,0.13,0.13,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.37,2.37,2.66,2.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.03,0.07,0.00,0.00,0.00,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.42,0.44,0.44,0.95,0.98,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16,15089,Command Buffer 15 0x79ea5df80,Compute Encoder 0 0x7a08345a0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15424.00,0.00,78.59,63.29,126.43,0.08,0.17,512.00,7232.00,0.00,0.00,0.00,0.12,0.14,0.64,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4096.00,4096.00,0.02,0.00,0.05,0.05,2.01,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.64,0.00,0.00,0.00,0.00,0.00,0.00,2.79,0.60,0.00,0.00,0.02,5.81,9.43,11.61,18.83,10.90,1.23,1.76,1.19,1.85,1.62,43.16,1.24,140675344.00,14.91,40.69,140675344.00,9679.00,9.88,0.00,17.30,0.95,0.95,0.00,0.35,0.08,0.00,0.00,159.63,0.25,0.00,0.01,17.98,40.11,0.02,37952.00,71872.00,0.00,71.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,100.00,100.00,8.92,8.92,8.49,8.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.37,1.37,1.54,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.03,0.07,0.00,0.00,0.00,64.00,64.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.49,0.51,0.51,0.98,1.01,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.09,0.02,0.00,0.00
17,16051,Command Buffer 16 0x79ea5e300,Compute Encoder 0 0x7a0834640,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,65728.00,79.88,86.18,141.55,0.11,0.18,512.00,187136.00,0.00,0.00,0.00,0.23,0.14,0.51,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,1.68,1.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.14,0.00,0.00,0.52,2.21,2.20,3.63,3.61,8.10,0.95,0.94,0.65,1.31,1.18,49.87,0.00,105410080.00,10.78,39.35,105410080.00,9653.00,8.94,0.00,18.83,0.82,0.82,0.00,0.10,0.06,0.00,0.00,152.78,0.18,0.00,0.00,19.16,11.46,227.91,85952.00,184192.00,7.93,96.16,7.93,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.00,0.00,0.00,98.09,98.09,2.67,2.67,2.51,2.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,1.53,1.72,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.03,0.05,0.00,0.00,0.00,1114624.00,1114624.00,2560.00,2560.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.40,0.41,0.41,0.66,0.68,0.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,17039,Command Buffer 17 0x79ea5ea00,Compute Encoder 0 0x7a0834780,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81664.00,80.18,82.29,155.80,0.10,0.20,512.00,80896.00,0.00,0.00,0.00,0.14,0.18,0.63,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.28,0.24,1.86,1.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.05,0.00,0.00,0.20,1.58,2.01,3.00,3.81,12.79,1.12,0.96,0.67,1.51,1.36,45.75,6.74,125374256.00,9.41,38.11,125374256.00,11264.00,12.50,0.00,21.84,0.91,0.91,0.00,0.09,0.08,0.00,0.00,172.66,0.36,0.00,0.02,22.39,16.67,228.23,90888832.00,170816.00,11.62,96.29,8.17,0.00,0.00,0.00,0.00,0.00,0.00,0.01,91.06,0.01,0.00,0.00,0.00,0.00,94.77,94.77,3.32,3.32,3.28,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.10,2.10,2.37,2.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.29,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,1.87,0.75,0.75,3.55,1.41,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,18011,Command Buffer 18 0x79ea5f100,Compute Encoder 0 0x7a0834960,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55552.00,79.36,90.51,156.60,0.12,0.21,512.00,289664.00,0.00,0.00,0.00,0.14,0.16,0.64,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4096.00,4096.00,0.92,0.00,0.01,0.00,1.78,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.04,0.00,0.00,0.92,0.58,0.73,1.00,1.26,12.48,1.03,0.92,0.64,1.40,1.26,49.87,0.14,74420848.00,10.07,39.92,74420848.00,8066.00,12.86,0.00,22.45,0.87,0.87,0.00,0.04,0.07,0.00,0.00,164.33,0.37,0.00,0.01,22.93,8.69,204.59,64392448.00,156992.00,11.00,95.97,6.83,0.00,0.00,0.00,0.00,0.00,0.00,0.49,99.94,0.49,0.00,0.00,0.00,0.00,100.00,100.00,1.03,1.03,0.99,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29,2.29,2.59,2.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.04,0.07,0.00,0.00,0.00,0.00,0.00,384.00,384.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.54,0.55,0.55,0.93,0.96,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.00,0.00
20,18976,Command Buffer 19 0x79ea5f800,Compute Encoder 0 0x7a0834b40,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95104.00,77.59,80.85,155.48,0.10,0.20,87593280.00,316928.00,0.00,0.00,0.00,0.21,0.16,0.62,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4096.00,4096.00,225.88,0.00,0.00,0.00,2.40,1.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.14,0.00,225.07,0.81,1.75,1.91,3.37,3.68,13.24,1.23,1.43,1.00,1.73,1.47,50.09,0.04,138876432.00,12.63,37.23,138876432.00,11294.00,12.45,0.00,21.74,0.95,0.95,0.04,0.13,0.10,0.00,0.00,173.39,0.42,0.00,0.01,22.38,18.91,234.09,90902464.00,388992.00,12.21,96.27,8.36,0.00,0.00,0.00,0.00,0.00,0.00,8.32,100.00,8.08,0.00,0.00,0.00,0.00,100.00,100.00,2.42,2.42,2.19,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,4.60,5.07,5.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.51,0.53,0.53,0.98,1.01,1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
